hRate,dTime,landscape,patch,gen,count,harvest
0.5,1,7,1,3,259.480723839496,130
0.5,1,7,2,3,4,2
0.5,1,7,3,3,0,0
0.5,1,7,4,3,0,0
0.5,1,7,5,3,0,0
0.5,1,7,6,3,0,0
0.5,1,8,1,3,224.67845659164,113
0.5,1,8,2,3,57,29
0.5,1,8,3,3,0,0
0.5,1,8,4,3,0,0
0.5,1,8,5,3,0,0
0.5,1,8,6,3,0,0
0.75,1,7,1,3,112.94608959757,85
0.75,1,7,2,3,0,0
0.75,1,7,3,3,0,0
0.75,1,7,4,3,0,0
0.75,1,7,5,3,0,0
0.75,1,7,6,3,0,0
0.75,1,8,1,3,99.8806682577566,75
0.75,1,8,2,3,2,2
0.75,1,8,3,3,0,0
0.75,1,8,4,3,0,0
0.75,1,8,5,3,0,0
0.75,1,8,6,3,0,0
0,6,7,1,3,304.052901023891,0
0,6,7,2,3,77.959028831563,0
0,6,7,3,3,0,0
0,6,7,4,3,0,0
0,6,7,5,3,0,0
0,6,7,6,3,0,0
0,6,8,1,3,370.033955857385,0
0,6,8,2,3,69,0
0,6,8,3,3,2,0
0,6,8,4,3,0,0
0,6,8,5,3,0,0
0,6,8,6,3,0,0
0.25,6,7,1,3,290.200166805671,73
0.25,6,7,2,3,103.925455987312,26
0.25,6,7,3,3,7,2
0.25,6,7,4,3,0,0
0.25,6,7,5,3,1,1
0.25,6,7,6,3,0,0
0.25,6,8,1,3,279.666958808063,71
0.25,6,8,2,3,107.036163522013,27
0.25,6,8,3,3,5,2
0.25,6,8,4,3,0,0
0.25,6,8,5,3,0,0
0.25,6,8,6,3,0,0
0.5,6,7,1,3,158.530612244898,80
0.5,6,7,2,3,43,22
0.5,6,7,3,3,1,1
0.5,6,7,4,3,0,0
0.5,6,7,5,3,0,0
0.5,6,7,6,3,0,0
0.5,6,8,1,3,219.147005444646,110
0.5,6,8,2,3,21,11
0.5,6,8,3,3,0,0
0.5,6,8,4,3,0,0
0.5,6,8,5,3,0,0
0.5,6,8,6,3,0,0
0.75,6,7,1,3,153.718674211803,116
0.75,6,7,2,3,3,3
0.75,6,7,3,3,0,0
0.75,6,7,4,3,0,0
0.75,6,7,5,3,0,0
0.75,6,7,6,3,0,0
0.75,6,8,1,3,87.8610108303249,66
0.75,6,8,2,3,62,47
0.75,6,8,3,3,2,2
0.75,6,8,4,3,0,0
0.75,6,8,5,3,0,0
0.75,6,8,6,3,0,0
0,24,7,1,3,284.3359375,0
0,24,7,2,3,239.767649687221,0
0,24,7,3,3,81.5938511326861,0
0,24,7,4,3,2,0
0,24,7,5,3,0,0
0,24,7,6,3,0,0
0,24,8,1,3,245.469940728196,0
0,24,8,2,3,206.534325889165,0
0,24,8,3,3,127.751004016064,0
0,24,8,4,3,57,0
0,24,8,5,3,0,0
0,24,8,6,3,0,0
0.25,24,7,1,3,232.970451010886,59
0.25,24,7,2,3,157.400306748466,40
0.25,24,7,3,3,11,3
0.25,24,7,4,3,3,1
0.25,24,7,5,3,0,0
0.25,24,7,6,3,0,0
0.25,24,8,1,3,202.398081534772,51
0.25,24,8,2,3,208.435582822086,53
0.25,24,8,3,3,18,5
0.25,24,8,4,3,0,0
0.25,24,8,5,3,0,0
0.25,24,8,6,3,0,0
0.5,24,7,1,3,116.232771822358,59
0.5,24,7,2,3,151.2734082397,76
0.5,24,7,3,3,5,3
0.5,24,7,4,3,0,0
0.5,24,7,5,3,0,0
0.5,24,7,6,3,0,0
0.5,24,8,1,3,149.03549382716,75
0.5,24,8,2,3,85.5195283714075,43
0.5,24,8,3,3,20,10
0.5,24,8,4,3,1,1
0.5,24,8,5,3,0,0
0.5,24,8,6,3,0,0
0.75,24,7,1,3,75,56
0.75,24,7,2,3,37,28
0.75,24,7,3,3,13,10
0.75,24,7,4,3,0,0
0.75,24,7,5,3,0,0
0.75,24,7,6,3,0,0
0.75,24,8,1,3,108.778625954198,82
0.75,24,8,2,3,70,53
0.75,24,8,3,3,2,2
0.75,24,8,4,3,0,0
0.75,24,8,5,3,0,0
0.75,24,8,6,3,0,0
0,1,9,1,3,335.745047372954,0
0,1,9,2,3,51,0
0,1,9,3,3,0,0
0,1,9,4,3,0,0
0,1,9,5,3,0,0
0,1,9,6,3,0,0
0,1,10,1,3,284.857142857143,0
0,1,10,2,3,6,0
0,1,10,3,3,0,0
0,1,10,4,3,0,0
0,1,10,5,3,0,0
0,1,10,6,3,0,0
0.25,1,9,1,3,267.80147662018,67
0.25,1,9,2,3,1,1
0.25,1,9,3,3,0,0
0.25,1,9,4,3,0,0
0.25,1,9,5,3,0,0
0.25,1,9,6,3,0,0
0.25,1,10,1,3,198.468185388845,50
0.25,1,10,2,3,1,1
0.25,1,10,3,3,0,0
0.25,1,10,4,3,0,0
0.25,1,10,5,3,0,0
0.25,1,10,6,3,0,0
0.5,1,9,1,3,137.411487018096,69
0.5,1,9,2,3,1,1
0.5,1,9,3,3,0,0
0.5,1,9,4,3,0,0
0.5,1,9,5,3,0,0
0.5,1,9,6,3,0,0
0.5,1,10,1,3,194.632991318074,98
0.5,1,10,2,3,0,0
0.5,1,10,3,3,0,0
0.5,1,10,4,3,0,0
0.5,1,10,5,3,0,0
0.5,1,10,6,3,0,0
0.75,1,9,1,3,77.2553516819572,58
0.75,1,9,2,3,0,0
0.75,1,9,3,3,0,0
0.75,1,9,4,3,0,0
0.75,1,9,5,3,0,0
0.75,1,9,6,3,0,0
0.75,1,10,1,3,47,36
0.75,1,10,2,3,0,0
0.75,1,10,3,3,0,0
0.75,1,10,4,3,0,0
0.75,1,10,5,3,0,0
0.75,1,10,6,3,0,0
0,6,9,1,3,280.125,0
0,6,9,2,3,159.21926910299,0
0,6,9,3,3,3,0
0,6,9,4,3,0,0
0,6,9,5,3,0,0
0,6,9,6,3,0,0
0,6,10,1,3,311.255230125523,0
0,6,10,2,3,96.1568024596464,0
0,6,10,3,3,48,0
0,6,10,4,3,1,0
0,6,10,5,3,0,0
0,6,10,6,3,0,0
0.25,6,9,1,3,306.864406779661,77
0.25,6,9,2,3,8,2
0.25,6,9,3,3,0,0
0.25,6,9,4,3,0,0
0.25,6,9,5,3,0,0
0.25,6,9,6,3,0,0
0.25,6,10,1,3,271.161657189277,68
0.25,6,10,2,3,1,1
0.25,6,10,3,3,0,0
0.25,6,10,4,3,0,0
0.25,6,10,5,3,0,0
0.25,6,10,6,3,0,0
0.5,6,9,1,3,188.12,95
0.5,6,9,2,3,70,35
0.5,6,9,3,3,4,2
0.5,6,9,4,3,0,0
0.5,6,9,5,3,0,0
0.5,6,9,6,3,0,0
0.5,6,10,1,3,149.105754276827,75
0.5,6,10,2,3,126.691419141914,64
0.5,6,10,3,3,8,4
0.5,6,10,4,3,0,0
0.5,6,10,5,3,0,0
0.5,6,10,6,3,0,0
0.75,6,9,1,3,70,53
0.75,6,9,2,3,4,3
0.75,6,9,3,3,0,0
0.75,6,9,4,3,0,0
0.75,6,9,5,3,0,0
0.75,6,9,6,3,0,0
0.75,6,10,1,3,74,56
0.75,6,10,2,3,3,3
0.75,6,10,3,3,0,0
0.75,6,10,4,3,0,0
0.75,6,10,5,3,0,0
0.75,6,10,6,3,0,0
0,24,9,1,3,314.102564102564,0
0,24,9,2,3,195.939294503692,0
0,24,9,3,3,60,0
0,24,9,4,3,4,0
0,24,9,5,3,0,0
0,24,9,6,3,0,0
0,24,10,1,3,250.151057401813,0
0,24,10,2,3,257.628524046434,0
0,24,10,3,3,92.1960784313726,0
0,24,10,4,3,10,0
0,24,10,5,3,0,0
0,24,10,6,3,0,0
0.25,24,9,1,3,172.596899224806,44
0.25,24,9,2,3,120.864505403159,22
0.25,24,9,3,3,11,3
0.25,24,9,4,3,0,0
0.25,24,9,5,3,0,0
0.25,24,9,6,3,0,0
0.25,24,10,1,3,237.171052631579,60
0.25,24,10,2,3,152.929210740439,39
0.25,24,10,3,3,4,1
0.25,24,10,4,3,0,0
0.25,24,10,5,3,0,0
0.25,24,10,6,3,0,0
0.5,24,9,1,3,187.645590682196,94
0.5,24,9,2,3,141.468253968254,71
0.5,24,9,3,3,6,3
0.5,24,9,4,3,0,0
0.5,24,9,5,3,0,0
0.5,24,9,6,3,0,0
0.5,24,10,1,3,122.399068322981,62
0.5,24,10,2,3,107.744783306581,54
0.5,24,10,3,3,0,0
0.5,24,10,4,3,0,0
0.5,24,10,5,3,0,0
0.5,24,10,6,3,0,0
0.75,24,9,1,3,45,34
0.75,24,9,2,3,7,6
0.75,24,9,3,3,0,0
0.75,24,9,4,3,0,0
0.75,24,9,5,3,0,0
0.75,24,9,6,3,0,0
0.75,24,10,1,3,37,28
0.75,24,10,2,3,2,2
0.75,24,10,3,3,0,0
0.75,24,10,4,3,0,0
0.75,24,10,5,3,0,0
0.75,24,10,6,3,0,0
0,1,1,1,4,275.792630676949,0
0,1,1,2,4,9,0
0,1,1,3,4,0,0
0,1,1,4,4,0,0
0,1,1,5,4,0,0
0,1,1,6,4,0,0
0,1,2,1,4,192.391304347826,0
0,1,2,2,4,54,0
0,1,2,3,4,0,0
0,1,2,4,4,0,0
0,1,2,5,4,0,0
0,1,2,6,4,0,0
0.25,1,1,1,4,278.404512489927,70
0.25,1,1,2,4,34,9
0.25,1,1,3,4,0,0
0.25,1,1,4,4,0,0
0.25,1,1,5,4,0,0
0.25,1,1,6,4,0,0
0.25,1,2,1,4,328.217821782178,83
0.25,1,2,2,4,128.721682847896,33
0.25,1,2,3,4,0,0
0.25,1,2,4,4,0,0
0.25,1,2,5,4,1,1
0.25,1,2,6,4,0,0
0.5,1,1,1,4,92.2854785478548,47
0.5,1,1,2,4,0,0
0.5,1,1,3,4,0,0
0.5,1,1,4,4,0,0
0.5,1,1,5,4,0,0
0.5,1,1,6,4,0,0
0.5,1,2,1,4,185.094962840628,93
0.5,1,2,2,4,18,9
0.5,1,2,3,4,0,0
0.5,1,2,4,4,0,0
0.5,1,2,5,4,1,1
0.5,1,2,6,4,0,0
0.75,1,1,1,4,70,53
0.75,1,1,2,4,3,3
0.75,1,1,3,4,0,0
0.75,1,1,4,4,0,0
0.75,1,1,5,4,0,0
0.75,1,1,6,4,0,0
0.75,1,2,1,4,65,49
0.75,1,2,2,4,0,0
0.75,1,2,3,4,0,0
0.75,1,2,4,4,0,0
0.75,1,2,5,4,0,0
0.75,1,2,6,4,0,0
0,6,1,1,4,291.680129240711,0
0,6,1,2,4,58,0
0,6,1,3,4,0,0
0,6,1,4,4,0,0
0,6,1,5,4,0,0
0,6,1,6,4,0,0
0,6,2,1,4,306.158484065461,0
0,6,2,2,4,81.7262830482115,0
0,6,2,3,4,1,0
0,6,2,4,4,0,0
0,6,2,5,4,0,0
0,6,2,6,4,0,0
0.25,6,1,1,4,261.029411764706,66
0.25,6,1,2,4,117.167207792208,30
0.25,6,1,3,4,11,3
0.25,6,1,4,4,0,0
0.25,6,1,5,4,0,0
0.25,6,1,6,4,0,0
0.25,6,2,1,4,312.156357388316,79
0.25,6,2,2,4,183.161068044789,46
0.25,6,2,3,4,2,1
0.25,6,2,4,4,0,0
0.25,6,2,5,4,0,0
0.25,6,2,6,4,0,0
0.5,6,1,1,4,167.604501607717,85
0.5,6,1,2,4,5,3
0.5,6,1,3,4,0,0
0.5,6,1,4,4,0,0
0.5,6,1,5,4,0,0
0.5,6,1,6,4,0,0
0.5,6,2,1,4,197.634322373697,99
0.5,6,2,2,4,134.025058731402,67
0.5,6,2,3,4,2,1
0.5,6,2,4,4,0,0
0.5,6,2,5,4,0,0
0.5,6,2,6,4,0,0
0.75,6,1,1,4,13,10
0.75,6,1,2,4,0,0
0.75,6,1,3,4,0,0
0.75,6,1,4,4,0,0
0.75,6,1,5,4,0,0
0.75,6,1,6,4,0,0
0.75,6,2,1,4,14,11
0.75,6,2,2,4,0,0
0.75,6,2,3,4,0,0
0.75,6,2,4,4,0,0
0.75,6,2,5,4,0,0
0.75,6,2,6,4,0,0
0,24,1,1,4,238.345558272209,0
0,24,1,2,4,193.765084473049,0
0,24,1,3,4,64.1673243883188,0
0,24,1,4,4,4,0
0,24,1,5,4,2,0
0,24,1,6,4,0,0
0,24,2,1,4,329.450915141431,0
0,24,2,2,4,245.484672742336,0
0,24,2,3,4,125.635767022149,0
0,24,2,4,4,72,0
0,24,2,5,4,0,0
0,24,2,6,4,0,0
0.25,24,1,1,4,285.390428211587,72
0.25,24,1,2,4,210.758965804837,53
0.25,24,1,3,4,96.023198011599,25
0.25,24,1,4,4,31,8
0.25,24,1,5,4,0,0
0.25,24,1,6,4,0,0
0.25,24,2,1,4,258.236272878536,65
0.25,24,2,2,4,164.676616915423,42
0.25,24,2,3,4,99.4271685761047,25
0.25,24,2,4,4,9,3
0.25,24,2,5,4,2,1
0.25,24,2,6,4,0,0
0.5,24,1,1,4,97.9671618451915,49
0.5,24,1,2,4,75,38
0.5,24,1,3,4,21,11
0.5,24,1,4,4,0,0
0.5,24,1,5,4,0,0
0.5,24,1,6,4,0,0
0.5,24,2,1,4,143.826687116564,72
0.5,24,2,2,4,96.8586387434555,49
0.5,24,2,3,4,53,27
0.5,24,2,4,4,5,3
0.5,24,2,5,4,1,1
0.5,24,2,6,4,0,0
0.75,24,1,1,4,42,32
0.75,24,1,2,4,5,4
0.75,24,1,3,4,0,0
0.75,24,1,4,4,0,0
0.75,24,1,5,4,0,0
0.75,24,1,6,4,0,0
0.75,24,2,1,4,61.6780045351474,47
0.75,24,2,2,4,13,10
0.75,24,2,3,4,3,3
0.75,24,2,4,4,0,0
0.75,24,2,5,4,0,0
0.75,24,2,6,4,0,0
0,1,3,1,4,409.750462107209,0
0,1,3,2,4,39,0
0,1,3,3,4,0,0
0,1,3,4,4,0,0
0,1,3,5,4,0,0
0,1,3,6,4,0,0
0,1,4,1,4,421.86329588015,0
0,1,4,2,4,45,0
0,1,4,3,4,1,0
0,1,4,4,4,0,0
0,1,4,5,4,0,0
0,1,4,6,4,0,0
0.25,1,3,1,4,307.601351351351,77
0.25,1,3,2,4,49,13
0.25,1,3,3,4,0,0
0.25,1,3,4,4,0,0
0.25,1,3,5,4,0,0
0.25,1,3,6,4,0,0
0.25,1,4,1,4,384.119629317607,97
0.25,1,4,2,4,11,3
0.25,1,4,3,4,0,0
0.25,1,4,4,4,0,0
0.25,1,4,5,4,0,0
0.25,1,4,6,4,0,0
0.5,1,3,1,4,259.587888982338,130
0.5,1,3,2,4,55,28
0.5,1,3,3,4,0,0
0.5,1,3,4,4,0,0
0.5,1,3,5,4,0,0
0.5,1,3,6,4,0,0
0.5,1,4,1,4,234.881825590872,118
0.5,1,4,2,4,4,2
0.5,1,4,3,4,0,0
0.5,1,4,4,4,0,0
0.5,1,4,5,4,0,0
0.5,1,4,6,4,0,0
0.75,1,3,1,4,101.378254211332,77
0.75,1,3,2,4,2,2
0.75,1,3,3,4,0,0
0.75,1,3,4,4,0,0
0.75,1,3,5,4,0,0
0.75,1,3,6,4,0,0
0.75,1,4,1,4,102.561162079511,77
0.75,1,4,2,4,1,1
0.75,1,4,3,4,0,0
0.75,1,4,4,4,0,0
0.75,1,4,5,4,0,0
0.75,1,4,6,4,0,0
0,6,3,1,4,334.995625546807,0
0,6,3,2,4,254.777070063694,0
0,6,3,3,4,130.441898527005,0
0,6,3,4,4,4,0
0,6,3,5,4,0,0
0,6,3,6,4,0,0
0,6,4,1,4,332.647058823529,0
0,6,4,2,4,251.3671875,0
0,6,4,3,4,18,0
0,6,4,4,4,0,0
0,6,4,5,4,0,0
0,6,4,6,4,0,0
0.25,6,3,1,4,374.197530864198,94
0.25,6,3,2,4,97.1977582065652,25
0.25,6,3,3,4,15,4
0.25,6,3,4,4,0,0
0.25,6,3,5,4,0,0
0.25,6,3,6,4,0,0
0.25,6,4,1,4,414.230769230769,104
0.25,6,4,2,4,101.491935483871,26
0.25,6,4,3,4,0,0
0.25,6,4,4,4,0,0
0.25,6,4,5,4,0,0
0.25,6,4,6,4,0,0
0.5,6,3,1,4,164.555369127517,83
0.5,6,3,2,4,30,15
0.5,6,3,3,4,0,0
0.5,6,3,4,4,0,0
0.5,6,3,5,4,0,0
0.5,6,3,6,4,0,0
0.5,6,4,1,4,229.933388842631,115
0.5,6,4,2,4,8,4
0.5,6,4,3,4,0,0
0.5,6,4,4,4,0,0
0.5,6,4,5,4,0,0
0.5,6,4,6,4,0,0
0.75,6,3,1,4,50,36
0.75,6,3,2,4,5,4
0.75,6,3,3,4,0,0
0.75,6,3,4,4,0,0
0.75,6,3,5,4,0,0
0.75,6,3,6,4,0,0
0.75,6,4,1,4,73,55
0.75,6,4,2,4,2,2
0.75,6,4,3,4,0,0
0.75,6,4,4,4,0,0
0.75,6,4,5,4,0,0
0.75,6,4,6,4,0,0
0,24,3,1,4,185.294117647059,0
0,24,3,2,4,221.394037066882,0
0,24,3,3,4,137.944523470839,0
0,24,3,4,4,144.955609362389,0
0,24,3,5,4,22,0
0,24,3,6,4,0,0
0,24,4,1,4,291.773162939297,0
0,24,4,2,4,227.272727272727,0
0,24,4,3,4,225.993237531699,0
0,24,4,4,4,41,0
0,24,4,5,4,0,0
0,24,4,6,4,0,0
0.25,24,3,1,4,221.544368600683,56
0.25,24,3,2,4,164.090177133655,42
0.25,24,3,3,4,99.6359223300971,25
0.25,24,3,4,4,11,3
0.25,24,3,5,4,4,1
0.25,24,3,6,4,0,0
0.25,24,4,1,4,165.103734439834,42
0.25,24,4,2,4,167.047244094488,42
0.25,24,4,3,4,126.82437850842,32
0.25,24,4,4,4,27,7
0.25,24,4,5,4,0,0
0.25,24,4,6,4,0,0
0.5,24,3,1,4,163.692946058091,82
0.5,24,3,2,4,74,38
0.5,24,3,3,4,71,36
0.5,24,3,4,4,10,5
0.5,24,3,5,4,0,0
0.5,24,3,6,4,0,0
0.5,24,4,1,4,181.995230524642,91
0.5,24,4,2,4,131.818181818182,66
0.5,24,4,3,4,83.1628638867034,42
0.5,24,4,4,4,1,1
0.5,24,4,5,4,0,0
0.5,24,4,6,4,0,0
0.75,24,3,1,4,44,33
0.75,24,3,2,4,38,29
0.75,24,3,3,4,3,3
0.75,24,3,4,4,0,0
0.75,24,3,5,4,0,0
0.75,24,3,6,4,0,0
0.75,24,4,1,4,41,31
0.75,24,4,2,4,40,30
0.75,24,4,3,4,0,0
0.75,24,4,4,4,0,0
0.75,24,4,5,4,0,0
0.75,24,4,6,4,0,0
0,1,5,1,4,287.661290322581,0
0,1,5,2,4,3,0
0,1,5,3,4,0,0
0,1,5,4,4,0,0
0,1,5,5,4,0,0
0,1,5,6,4,0,0
0,1,6,1,4,213.40373679935,0
0,1,6,2,4,155.325203252033,0
0,1,6,3,4,0,0
0,1,6,4,4,0,0
0,1,6,5,4,0,0
0,1,6,6,4,0,0
0.25,1,5,1,4,303.454231433506,76
0.25,1,5,2,4,0,0
0.25,1,5,3,4,0,0
0.25,1,5,4,4,0,0
0.25,1,5,5,4,0,0
0.25,1,5,6,4,0,0
0.25,1,6,1,4,260.334728033473,66
0.25,1,6,2,4,0,0
0.25,1,6,3,4,0,0
0.25,1,6,4,4,0,0
0.25,1,6,5,4,0,0
0.25,1,6,6,4,0,0
0.5,1,5,1,4,157.797805642633,79
0.5,1,5,2,4,2,1
0.5,1,5,3,4,0,0
0.5,1,5,4,4,0,0
0.5,1,5,5,4,0,0
0.5,1,5,6,4,0,0
0.5,1,6,1,4,200.157977883096,101
0.5,1,6,2,4,57,29
0.5,1,6,3,4,0,0
0.5,1,6,4,4,0,0
0.5,1,6,5,4,0,0
0.5,1,6,6,4,0,0
0.75,1,5,1,4,23,18
0.75,1,5,2,4,0,0
0.75,1,5,3,4,0,0
0.75,1,5,4,4,0,0
0.75,1,5,5,4,0,0
0.75,1,5,6,4,0,0
0.75,1,6,1,4,34,26
0.75,1,6,2,4,0,0
0.75,1,6,3,4,0,0
0.75,1,6,4,4,0,0
0.75,1,6,5,4,0,0
0.75,1,6,6,4,0,0
0,6,5,1,4,343.352601156069,0
0,6,5,2,4,397.021812080537,0
0,6,5,3,4,195.148669796557,0
0,6,5,4,4,16,0
0,6,5,5,4,1,0
0,6,5,6,4,0,0
0,6,6,1,4,332.725766362883,0
0,6,6,2,4,174.223602484472,0
0,6,6,3,4,2,0
0,6,6,4,4,0,0
0,6,6,5,4,0,0
0,6,6,6,4,0,0
0.25,6,5,1,4,224.333063864188,57
0.25,6,5,2,4,87.3745173745174,22
0.25,6,5,3,4,0,0
0.25,6,5,4,4,0,0
0.25,6,5,5,4,0,0
0.25,6,5,6,4,0,0
0.25,6,6,1,4,254.905063291139,64
0.25,6,6,2,4,9,3
0.25,6,6,3,4,0,0
0.25,6,6,4,4,0,0
0.25,6,6,5,4,0,0
0.25,6,6,6,4,0,0
0.5,6,5,1,4,224.14068745004,113
0.5,6,5,2,4,37,19
0.5,6,5,3,4,0,0
0.5,6,5,4,4,1,1
0.5,6,5,5,4,0,0
0.5,6,5,6,4,2,1
0.5,6,6,1,4,202.429983525535,102
0.5,6,6,2,4,74,38
0.5,6,6,3,4,19,10
0.5,6,6,4,4,0,0
0.5,6,6,5,4,0,0
0.5,6,6,6,4,0,0
0.75,6,5,1,4,95.8041958041958,72
0.75,6,5,2,4,3,3
0.75,6,5,3,4,0,0
0.75,6,5,4,4,0,0
0.75,6,5,5,4,0,0
0.75,6,5,6,4,1,1
0.75,6,6,1,4,28,21
0.75,6,6,2,4,29,22
0.75,6,6,3,4,0,0
0.75,6,6,4,4,0,0
0.75,6,6,5,4,0,0
0.75,6,6,6,4,0,0
0,24,5,1,4,347.013651877133,0
0,24,5,2,4,235.252918287938,0
0,24,5,3,4,150.525040387722,0
0,24,5,4,4,42,0
0,24,5,5,4,4,0
0,24,5,6,4,0,0
0,24,6,1,4,310.00823723229,0
0,24,6,2,4,220.959803117309,0
0,24,6,3,4,51,0
0,24,6,4,4,166.32183908046,0
0,24,6,5,4,29,0
0,24,6,6,4,1,0
0.25,24,5,1,4,267.508278145695,67
0.25,24,5,2,4,168.86564762671,43
0.25,24,5,3,4,92.2302737520129,24
0.25,24,5,4,4,5,2
0.25,24,5,5,4,0,0
0.25,24,5,6,4,0,0
0.25,24,6,1,4,301.897133220911,76
0.25,24,6,2,4,230.711920529801,58
0.25,24,6,3,4,28,7
0.25,24,6,4,4,3,1
0.25,24,6,5,4,0,0
0.25,24,6,6,4,0,0
0.5,24,5,1,4,155.64,78
0.5,24,5,2,4,103.718048024787,52
0.5,24,5,3,4,23,12
0.5,24,5,4,4,0,0
0.5,24,5,5,4,0,0
0.5,24,5,6,4,0,0
0.5,24,6,1,4,209.420289855072,105
0.5,24,6,2,4,35,18
0.5,24,6,3,4,1,1
0.5,24,6,4,4,1,1
0.5,24,6,5,4,0,0
0.5,24,6,6,4,0,0
0.75,24,5,1,4,54,41
0.75,24,5,2,4,46,35
0.75,24,5,3,4,1,1
0.75,24,5,4,4,0,0
0.75,24,5,5,4,0,0
0.75,24,5,6,4,0,0
0.75,24,6,1,4,39,30
0.75,24,6,2,4,0,0
0.75,24,6,3,4,0,0
0.75,24,6,4,4,0,0
0.75,24,6,5,4,0,0
0.75,24,6,6,4,0,0
0,1,7,1,4,330.259623992838,0
0,1,7,2,4,6,0
0,1,7,3,4,0,0
0,1,7,4,4,0,0
0,1,7,5,4,0,0
0,1,7,6,4,0,0
0,1,8,1,4,237.552039966694,0
0,1,8,2,4,187.921779141104,0
0,1,8,3,4,0,0
0,1,8,4,4,0,0
0,1,8,5,4,0,0
0,1,8,6,4,0,0
0.25,1,7,1,4,146.40625,37
0.25,1,7,2,4,72,18
0.25,1,7,3,4,9,2
0.25,1,7,4,4,0,0
0.25,1,7,5,4,0,0
0.25,1,7,6,4,0,0
0.25,1,8,1,4,204.485596707819,52
0.25,1,8,2,4,72,18
0.25,1,8,3,4,0,0
0.25,1,8,4,4,1,0
0.25,1,8,5,4,0,0
0.25,1,8,6,4,0,0
0.5,1,7,1,4,225.359864521592,113
0.5,1,7,2,4,6,3
0.5,1,7,3,4,0,0
0.5,1,7,4,4,0,0
0.5,1,7,5,4,0,0
0.5,1,7,6,4,0,0
0.5,1,8,1,4,209.295415959253,105
0.5,1,8,2,4,73,37
0.5,1,8,3,4,274.908592321755,138
0.5,1,8,4,4,4,2
0.5,1,8,5,4,0,0
0.5,1,8,6,4,0,0
0.75,1,7,1,4,101.689933872153,77
0.75,1,7,2,4,0,0
0.75,1,7,3,4,0,0
0.75,1,7,4,4,0,0
0.75,1,7,5,4,0,0
0.75,1,7,6,4,0,0
0.75,1,8,1,4,85.652853792025,65
0.75,1,8,2,4,1,1
0.75,1,8,3,4,0,0
0.75,1,8,4,4,0,0
0.75,1,8,5,4,0,0
0.75,1,8,6,4,0,0
0,6,7,1,4,414.242160278746,0
0,6,7,2,4,240.250809061489,0
0,6,7,3,4,1,0
0,6,7,4,4,0,0
0,6,7,5,4,0,0
0,6,7,6,4,0,0
0,6,8,1,4,359.078590785908,0
0,6,8,2,4,155.114566284779,0
0,6,8,3,4,18,0
0,6,8,4,4,0,0
0,6,8,5,4,1,0
0,6,8,6,4,0,0
0.25,6,7,1,4,280.314309346567,71
0.25,6,7,2,4,243.010038994441,61
0.25,6,7,3,4,46,12
0.25,6,7,4,4,0,0
0.25,6,7,5,4,0,0
0.25,6,7,6,4,0,0
0.25,6,8,1,4,302.893235533822,76
0.25,6,8,2,4,155.738396624473,39
0.25,6,8,3,4,25,6
0.25,6,8,4,4,0,0
0.25,6,8,5,4,0,0
0.25,6,8,6,4,0,0
0.5,6,7,1,4,199.57298136646,100
0.5,6,7,2,4,64,32
0.5,6,7,3,4,0,0
0.5,6,7,4,4,0,0
0.5,6,7,5,4,0,0
0.5,6,7,6,4,0,0
0.5,6,8,1,4,208.089430894309,105
0.5,6,8,2,4,82.7194357366771,42
0.5,6,8,3,4,3,2
0.5,6,8,4,4,0,0
0.5,6,8,5,4,1,1
0.5,6,8,6,4,0,0
0.75,6,7,1,4,168.670618120237,127
0.75,6,7,2,4,1,1
0.75,6,7,3,4,0,0
0.75,6,7,4,4,1,1
0.75,6,7,5,4,1,1
0.75,6,7,6,4,0,0
0.75,6,8,1,4,84.2585829072316,64
0.75,6,8,2,4,45,34
0.75,6,8,3,4,0,0
0.75,6,8,4,4,0,0
0.75,6,8,5,4,0,0
0.75,6,8,6,4,0,0
0,24,7,1,4,357.861060329068,0
0,24,7,2,4,272.11614956245,0
0,24,7,3,4,177.639000805802,0
0,24,7,4,4,80.9656823623304,0
0,24,7,5,4,2,0
0,24,7,6,4,0,0
0,24,8,1,4,306.302521008403,0
0,24,8,2,4,306.177446102819,0
0,24,8,3,4,220.508613617719,0
0,24,8,4,4,204.293313069909,0
0,24,8,5,4,1,0
0,24,8,6,4,1,0
0.25,24,7,1,4,309.309182813816,78
0.25,24,7,2,4,204.462051709758,52
0.25,24,7,3,4,30,8
0.25,24,7,4,4,4,1
0.25,24,7,5,4,0,0
0.25,24,7,6,4,0,0
0.25,24,8,1,4,360.198744769875,91
0.25,24,8,2,4,194.812450119713,49
0.25,24,8,3,4,79.0577988915281,20
0.25,24,8,4,4,0,0
0.25,24,8,5,4,1,1
0.25,24,8,6,4,0,0
0.5,24,7,1,4,165.596330275229,83
0.5,24,7,2,4,114.564686737185,58
0.5,24,7,3,4,70,35
0.5,24,7,4,4,1,1
0.5,24,7,5,4,0,0
0.5,24,7,6,4,0,0
0.5,24,8,1,4,203.448275862069,102
0.5,24,8,2,4,112.014274385408,57
0.5,24,8,3,4,60,30
0.5,24,8,4,4,7,4
0.5,24,8,5,4,0,0
0.5,24,8,6,4,0,0
0.75,24,7,1,4,45,34
0.75,24,7,2,4,43,32
0.75,24,7,3,4,27,20
0.75,24,7,4,4,0,0
0.75,24,7,5,4,0,0
0.75,24,7,6,4,0,0
0.75,24,8,1,4,58,44
